Date,Day,Answer,Clue,Dir
11 Jul 18,Wed,Undue,It's exorbitant - shouldn't be paid yet,A
11 Jul 18,Wed,Epistle,The product of a biblical man of letters,A
11 Jul 18,Wed,Equity,Moral justice to which actors pay allegiance,A
11 Jul 18,Wed,Precis,Synopsis that's not quite exact,A
11 Jul 18,Wed,Nervous,Apprehensive of this kind of system,A
11 Jul 18,Wed,Deter,Discourage some of the worldwide terrorism,A
11 Jul 18,Wed,Loire,Folk literature about one French flower,A
11 Jul 18,Wed,Oranges,Fruit from the mountains near the end of the Orinoco,A
11 Jul 18,Wed,Departments,Leave with the fellows by backstreet for French regions,A
11 Jul 18,Wed,Oared,The sort of craft propelled by manpower,D
11 Jul 18,Wed,Request,A plea that could end up in Queer St.?,D
11 Jul 18,Wed,Jeeves,Butler with a novel reputation,D
11 Jul 18,Wed,Spahi,North African horseman causing a shipwreck,D
11 Jul 18,Wed,Elastic,One discovered in the castle ruins likely to get a stretch,D
11 Jul 18,Wed,Obtuse angle,This causes no acute problem in geometry,D
11 Jul 18,Wed,Under stress,Fail to emphasise what those suffering tension are,D
11 Jul 18,Wed,Upraise,Elevate with universal commendation,D
11 Jul 18,Wed,Red tape,Communist to record a symbol of bureaucracy,D
11 Jul 18,Wed,Escort,"One who accompanies the colonel among the rest, maybe",D
11 Jul 18,Wed,Omega,Literally the last of the Greek characters,D
11 Jul 18,Wed,Tight,"Needing to relax, having imbibed too freely",D
12 Jul 18,Thu,Barn,Graduate joins the navy by the grain store,A
12 Jul 18,Thu,Asbestos,Set a boss up with material,A
12 Jul 18,Thu,Bomb,Little Robert has many a weapon,A
12 Jul 18,Thu,Brussels,Get right in the vehicle with less change here,A
12 Jul 18,Thu,Double brandy,Labour end by first deciding to go out for a drink,A
12 Jul 18,Thu,Lesson,Man accompanies his offspring to the class,A
12 Jul 18,Thu,Gravel,Rock pieces based on a song Ravel wrote,A
12 Jul 18,Thu,Good gracious,My word! Virtuous and courteous!,A
12 Jul 18,Thu,Packages,Rugby players take a long time to find parcels,A
12 Jul 18,Thu,Fete,Said to be the destiny of the bazaar,A
12 Jul 18,Thu,Sorcerer,Confused scorer met the Queen and could become a wizard,A
12 Jul 18,Thu,Stay,Remain by the southern river,A
12 Jul 18,Thu,Baby doll,Bad boy somehow got two pounds for a toy,D
12 Jul 18,Thu,Rumours,Unsubstantiated assertions that the drink belongs to us,D
12 Jul 18,Thu,Scribe,Clerk finds cheat in one quarter,D
12 Jul 18,Thu,East Africa,A 1-star café relocated here,D
12 Jul 18,Thu,Tread,Step on a tyre …,D
12 Jul 18,Thu,So-so,… and leave the person indifferent,D
12 Jul 18,Thu,Almond cake,Can make old ingredients into this,D
12 Jul 18,Thu,Blustery,Try blues out in windy conditions,D
12 Jul 18,Thu,Violent,"Severe, but not live anyway",D
12 Jul 18,Thu,Greece,Join Reg at EEC meeting taking place here,D
12 Jul 18,Thu,Oscar,A large vehicle for a cinema award,D
12 Jul 18,Thu,Opus,Love to drink up at work,D
13 Jul 18,Fri,Overhasty,"Very hot, as arranged, but too quick",A
13 Jul 18,Fri,Pear,Somehow reap the fruit,A
13 Jul 18,Fri,Pestering,Annoying and looking around the street,A
13 Jul 18,Fri,Dolour,Our previously old-fashioned grief,A
13 Jul 18,Fri,Assam,A service returns to Indian state,A
13 Jul 18,Fri,Wares,Was about to come in with goods,A
13 Jul 18,Fri,Nice,Pleasant resort,A
13 Jul 18,Fri,Yacht,Cathy capsizes the boat,A
13 Jul 18,Fri,Rung,Step to the right with a gun-runner,A
13 Jul 18,Fri,Horse,Shore up the animal,A
13 Jul 18,Fri,Argot,Girl loses her head over slang,A
13 Jul 18,Fri,Setter,Some Dorset terrier or another dog,A
13 Jul 18,Fri,Endurance,Cane under trial for lasting ability,A
13 Jul 18,Fri,Goon,Proceed to find the fool,A
13 Jul 18,Fri,Gold paint,Plan to dig around for something with which to gild a lily,A
13 Jul 18,Fri,Spadework,Digging done by one in a suit,D
13 Jul 18,Fri,Ballerina,Ran libel article about a dancer,D
13 Jul 18,Fri,Veer,Ever out to go off course,D
13 Jul 18,Fri,Rotas,Duty lists for cooking the roast,D
13 Jul 18,Fri,Airman,Pilot has to arm Ian somehow,D
13 Jul 18,Fri,Tank,Vehicle with a worn top,D
13 Jul 18,Fri,Pussy,Cat got into a rumpus systematically,D
13 Jul 18,Fri,Ascot,Coats thrown at the races,D
13 Jul 18,Fri,Migration,Turns into a grim journey,D
13 Jul 18,Fri,Deterrent,Tree trend can be off-putting,D
13 Jul 18,Fri,Three,There's an odd number,D
13 Jul 18,Fri,Ground,You give it when retreating,D
13 Jul 18,Fri,Omaha,Love a bad actor to return to an American city,D
13 Jul 18,Fri,Undo,Cause the downfall of the United Nations party,D
13 Jul 18,Fri,Scan,Read the descant part,D
14 Jul 18,Sat,Scarf,Muffler can leave mark on fathead,A
14 Jul 18,Sat,Spotted,Rashly identified?,A
14 Jul 18,Sat,Emotion,Feeling egghead needs movement,A
14 Jul 18,Sat,Slips,Where cricketers can make mistakes?,A
14 Jul 18,Sat,Plea,Leap to make excuse,A
14 Jul 18,Sat,Illusion,"Deception taken in by the pupils, presumably",A
14 Jul 18,Sat,Taxi,Put a levy on one cab,A
14 Jul 18,Sat,Deal,Do business in timber,A
14 Jul 18,Sat,Coaching,Tuition in transport,A
14 Jul 18,Sat,Acre,An area to care about,A
14 Jul 18,Sat,Adorn,Decorate part instead - or none of it,A
14 Jul 18,Sat,One-time,Former single period,A
14 Jul 18,Sat,Mislead,Deceive with awfully mad lies,A
14 Jul 18,Sat,Treat,Pay for entertainment to try to cure,A
14 Jul 18,Sat,Sweeping claim,Too wide an assertion of demand on brushwork,D
14 Jul 18,Sat,Alone,A 50-to-1 meeting on its own,D
14 Jul 18,Sat,Foil,Thwart with silver paper,D
14 Jul 18,Sat,Single,45 and unmarried,D
14 Jul 18,Sat,Obscured,Not clear that the old boys had been made better,D
14 Jul 18,Sat,Trivial,Unimportant court examination about four,D
14 Jul 18,Sat,Disengagement,Release from ties of forthcoming marriage?,D
14 Jul 18,Sat,Exchange,"A place for swapping, e.g. telephone calls?",D
14 Jul 18,Sat,Teapots,Unruly poets at containers for beverage,D
14 Jul 18,Sat,Unfold,Reveal United Nations pen,D
14 Jul 18,Sat,Crime,"We need the force, with capital, to fight it",D
14 Jul 18,Sat,Lent,Made a loan fast,D
16 Jul 18,Mon,All out,Nobody's at home making maximum effort,A
16 Jul 18,Mon,Cattle,Animals let out by feline,A
16 Jul 18,Mon,Stimuli,Limit U.S. provocations to actions,A
16 Jul 18,Mon,Safer,Fares somehow less likely to be taken,A
16 Jul 18,Mon,Ugly,"Unshapely initially, usually grows looking younger",A
16 Jul 18,Mon,Venom,Even omitted some poison,A
16 Jul 18,Mon,Folio,I fool paper-maker,A
16 Jul 18,Mon,Limb,Part of body set by doctor more than 51,A
16 Jul 18,Mon,Maria,She takes back tune in the morning,A
16 Jul 18,Mon,Learned,An elder becomes erudite,A
16 Jul 18,Mon,Result,Lustre as a consequence,A
16 Jul 18,Mon,Patron,No part for a regular attender,A
16 Jul 18,Mon,Pass out,Faint when examination success is revealed,D
16 Jul 18,Mon,Plainly,How politicians from the flat lands speak?,D
16 Jul 18,Mon,Augur,Soothsayer spent short month at ancient city,D
16 Jul 18,Mon,Bassoon,Instrument graduates have before long,D
16 Jul 18,Mon,Staff,Stick from the workers?,D
16 Jul 18,Mon,Yearn,Long story about the East,D
16 Jul 18,Mon,Minefield,Pit in enclosed land where explosives are concealed,D
16 Jul 18,Mon,Morally,Doctor to pull himself together virtuously,D
16 Jul 18,Mon,Signora,Foreign lady could be soaring,D
16 Jul 18,Mon,Abiding,Permanent dwelling,D
16 Jul 18,Mon,Smart,"Clever, but it hurts!",D
16 Jul 18,Mon,Gross,144 is obviously wrong,D
16 Jul 18,Mon,Japan,Asian varnish,D
17 Jul 18,Tue,Termagant,Boisterous female to treat man badly about the beginning of the game,A
17 Jul 18,Tue,Amp,A politician producing a current measure,A
17 Jul 18,Tue,Indigestion,No dieting is required for dyspepsia,A
17 Jul 18,Tue,Listens,Heeds the sound of fifty-one guns,A
17 Jul 18,Tue,Tacit,Not expressed by one encompassed by discretion,A
17 Jul 18,Tue,Secret ballot,This enables one to cross without being seen,A
17 Jul 18,Tue,Asset,Because a television is something worth having,A
17 Jul 18,Tue,Accuser,He makes a charge,A
17 Jul 18,Tue,Repatriated,Returned to one's original state,A
17 Jul 18,Tue,Ace,It is put back among the cards,A
17 Jul 18,Tue,Sergeants,Somehow estranges those who get the stripes,A
17 Jul 18,Tue,Eon,For a long time the leading characters of every overseas nation,D
17 Jul 18,Tue,Angle,Fish measured to some degree,D
17 Jul 18,Tue,Assist,Help a vessel before it's wrecked,D
17 Jul 18,Tue,Thistle,A prickly object taken from the list,D
17 Jul 18,Tue,Manicure set,Group of implements used for handwork,D
17 Jul 18,Tue,Spectator,"Protects a witness, in a way",D
17 Jul 18,Tue,Disclosures,Essential parts of the Book of Revelation?,D
17 Jul 18,Tue,Librarian,One qualified in book-keeping,D
17 Jul 18,Tue,Octopus,Take a month over the composition 'The Sea Monster',D
17 Jul 18,Tue,Master,Get the better of a teacher,D
17 Jul 18,Tue,Chine,It slopes down to part of the beach in Eastbourne,D
17 Jul 18,Tue,Eft,Newt abandoned when decapitated,D
18 Jul 18,Wed,Houri,A certain amount of time with one alluring female,A
18 Jul 18,Wed,Allowed,"Not forbidding to show how speakers communicate, one hears",A
18 Jul 18,Wed,Repress,Put down and use an iron again,A
18 Jul 18,Wed,Manse,The parson's address,A
18 Jul 18,Wed,Charioteer,A rising shout of approval all round for the old racing driver,A
18 Jul 18,Wed,Apparently,"Mother, for instance, in unusual play, it seems",A
18 Jul 18,Wed,Drips,Spots weak-kneed types,A
18 Jul 18,Wed,Risotto,Its root will make a foreign dish,A
18 Jul 18,Wed,Magneto,Got me an engine component rebuilt,A
18 Jul 18,Wed,Croak,"Expire, as frogs do",A
18 Jul 18,Wed,Chargehand,Foreman to attack a member of the crew,D
18 Jul 18,Wed,Sumps,Calculations about the first of the petrol and oil reserves,D
18 Jul 18,Wed,Hawser,The cable that comes from the washer,D
18 Jul 18,Wed,Plimsoll line,A row of rubber shoes prominently seen on the ship!,D
18 Jul 18,Wed,Swinger,Oscillator needed for one who's lively and up-to-date,D
18 Jul 18,Wed,Earthworks,The land proves practicable for fortifications,D
18 Jul 18,Wed,Harassed,"Under stress, it's difficult to circumvent rough seas",D
18 Jul 18,Wed,Springe,Snare takes the tail off the dog,D
18 Jul 18,Wed,Narrow,The northern shaft is difficult to squeeze through,D
18 Jul 18,Wed,Athos,Thomas seen beneath a mountain in Greece,D
18 Jul 18,Wed,Sack,Wine given to one who is discharged,D
19 Jul 18,Thu,Zinc,The last letter in a hundred is metallic,A
19 Jul 18,Thu,Lookout man,Warning of danger from the watch?,A
19 Jul 18,Thu,Money bag,Somehow go by mean purse,A
19 Jul 18,Thu,Pine,Long intensely for a tree,A
19 Jul 18,Thu,Adrift,A doctor one foot off course,A
19 Jul 18,Thu,Tenors,No rest for voices,A
19 Jul 18,Thu,Dismal,Gloomy as mild change,A
19 Jul 18,Thu,Bottom,The lowest Shakespearean character?,A
19 Jul 18,Thu,Mend,"Repair 1,000 to finish",A
19 Jul 18,Thu,Tiresome,Not tedious enough to weary everybody?,A
19 Jul 18,Thu,Inside left,Contents untouched by members of attack,A
19 Jul 18,Thu,East,From there a street runs in this direction,A
19 Jul 18,Thu,In good time,Enjoying fun early?,D
19 Jul 18,Thu,Clue,Pointer to learner being taken in by stimulus,D
19 Jul 18,Thu,Combat,Fight doctor in cloak,D
19 Jul 18,Thu,Fought,The fathead should have battled it out,D
19 Jul 18,Thu,Step on it,Hurry - or something will be squashed underfoot!,D
19 Jul 18,Thu,Once,Formerly 100 into 1,D
19 Jul 18,Thu,Narrow miss,Prim young lass has to close shave,D
19 Jul 18,Thu,In mid-air,Arrange mini raid between take-off and landing,D
19 Jul 18,Thu,Letter,Mail for the landlord?,D
19 Jul 18,Thu,Border,Bighead taking command at the frontier,D
19 Jul 18,Thu,Main,Mother takes to the sea,D
19 Jul 18,Thu,Site,"Location of something to be seen, we hear",D
20 Jul 18,Fri,Have a good mine,Would much like to be very intelligent,A
20 Jul 18,Fri,Adherent,Follower is there and round …,A
20 Jul 18,Fri,Alps,… the mountains because record included,A
20 Jul 18,Fri,Fourth,Possibly hurt of one below the top three,A
20 Jul 18,Fri,Attest,Bear witness during trial,A
20 Jul 18,Fri,Offing,Getting nearer being away?,A
20 Jul 18,Fri,Turban,Burnt a faulty head-covering,A
20 Jul 18,Fri,Dram,Tot right in water-barrier,A
20 Jul 18,Fri,Tankards,Sat and drank drunkenly from them?,A
20 Jul 18,Fri,Youth movement,In which the rising generation are never still?,A
20 Jul 18,Fri,Hands off,Don't touch when the workers have gone,D
20 Jul 18,Fri,Veneer,The outside intended to mask the inside,D
20 Jul 18,Fri,Ogre,Go back again - he's not nice to know!,D
20 Jul 18,Fri,Portrait,Pair trot out for picture,D
20 Jul 18,Fri,Impart,Let people know I am to have a role,D
20 Jul 18,Fri,Snip,Cut up skittles,D
20 Jul 18,Fri,High time,When there is urgent need for having fun?,D
20 Jul 18,Fri,Standing,The status of not being a seat-holder?,D
20 Jul 18,Fri,Inmate,Resident during end game?,D
20 Jul 18,Fri,Realms,The spheres of actual manuscript,D
20 Jul 18,Fri,Roof,It takes a lot of noise to raise it,D
20 Jul 18,Fri,Nave,"In Lincoln, a venerable part of the minster",D
21 Jul 18,Sat,Crystal,"Weep at last, smashing the glass",A
21 Jul 18,Sat,Amman,Mother returns to an island in the Middle East,A
21 Jul 18,Sat,Use,Employ American and Middle Easterner,A
21 Jul 18,Sat,Deterrent,Even a small change of cleanser can be off-putting,A
21 Jul 18,Sat,Chiropodist,Choir post I'd taken up with the foot man,A
21 Jul 18,Sat,Domineering,Minder in ego crisis becomes imperious,A
21 Jul 18,Sat,Gentleman,He has to tangle men up,A
21 Jul 18,Sat,Act,Part of a play about an animal,A
21 Jul 18,Sat,Relax,Take it easy! The right axle is broken,A
21 Jul 18,Sat,Bravely,"Courageously, by getting the composer in",A
21 Jul 18,Sat,Grass,Informer on the ground?,D
21 Jul 18,Sat,Asp,Creature found in the Caspian Sea,D
21 Jul 18,Sat,Care,Concern about 18,D
21 Jul 18,Sat,Imprudent,Unwise to be cheeky about Rex,D
21 Jul 18,Sat,Earnest,Sincere chap seen about midday,D
21 Jul 18,Sat,Temper,Moderate mood,D
21 Jul 18,Sat,Christmas,Awfully rich holy man gets Sam up at this time,D
21 Jul 18,Sat,Reefer,Joint-midshipman,D
21 Jul 18,Sat,Coveted,Craved for a fellow man,D
21 Jul 18,Sat,Scale,Climb with laces undone,D
21 Jul 18,Sat,Acre,Race over the area,D
21 Jul 18,Sat,Eve,The first scrumper?,D
23 Jul 18,Mon,Vermicelli,Miler Clive's processed food,A
23 Jul 18,Mon,Ulcer,"Sore about a clue, right?",A
23 Jul 18,Mon,Frigate,Great if it becomes a ship,A
23 Jul 18,Mon,Baritone,Robin ate out with a singer,A
23 Jul 18,Mon,Gent,Man with information on the last post,A
23 Jul 18,Mon,Allies,The boy tells untruths to friends,A
23 Jul 18,Mon,Unison,Workers organisation formed around the beginning of September shows harmony,A
23 Jul 18,Mon,Teak,Kate goes out to get some wood,A
23 Jul 18,Mon,Honolulu,Honourable love for a singer from Hawaii,A
23 Jul 18,Mon,Reliant,Dependent on the right to include a new alien,A
23 Jul 18,Mon,Magus,Mother has a boy by a sorcerer,A
23 Jul 18,Mon,Other Ranks,Soldiers in different rows,A
23 Jul 18,Mon,Vicar,Churchman gets the girl a vehicle,D
23 Jul 18,Mon,Rarities,IRA tries to blow up collector's items,D
23 Jul 18,Mon,Infant,Ann gets fit changing the child,D
23 Jul 18,Mon,Emit,Send out the time somehow,D
23 Jul 18,Mon,Loafers,Layabouts' shoes,D
23 Jul 18,Mon,Dumb waiter,Lift Bermuda wit up,D
23 Jul 18,Mon,Extinguisher,The six-gun I somehow put out,D
23 Jul 18,Mon,Uncommon,The United Nations on ground is rare,D
23 Jul 18,Mon,Leaflet,Left ale out of the paper,D
23 Jul 18,Mon,Mortar,Gun-vessel,D
23 Jul 18,Mon,Urges,Sure to get lost around Gateshead presses,D
23 Jul 18,Mon,Pate,The head's food,D
08 Aug 18,Wed,Erica,"She appears from America, but not in the morning",A
08 Aug 18,Wed,Rookery,Where a swindler might keep his nest egg?,A
08 Aug 18,Wed,Laurels,Bays satisfied people may rest on,A
08 Aug 18,Wed,Tails,Call for head's other side,A
08 Aug 18,Wed,False alarm,A small fear turns out to be a needless alert,A
08 Aug 18,Wed,Third party,Another political force as a sort of insurance?,A
08 Aug 18,Wed,Nylon,Material found in many London shops,A
08 Aug 18,Wed,Call out,Shout when the last wicket falls at 100,A
08 Aug 18,Wed,Nonplus,Baffle because not to be added?,A
08 Aug 18,Wed,Assam,Like American uncle in India,A
08 Aug 18,Wed,Wellington,Famous general gets the boot,D
08 Aug 18,Wed,Pique,Stiff ribbed fabric causes ill feeling,D
08 Aug 18,Wed,Page,The boy in the book,D
08 Aug 18,Wed,Trusts,Puts confidence in syndicates,D
08 Aug 18,Wed,Contract,Agreement to make a reduction?,D
08 Aug 18,Wed,Decimal,Claimed complicated pointed fraction,D
08 Aug 18,Wed,Summer time,When one is most likely to see an adder?,D
08 Aug 18,Wed,Ardently,Try eland out eagerly,D
08 Aug 18,Wed,Willing,Disposed to consent to making bequests?,D
08 Aug 18,Wed,Accuse,Lay the blame on copper in bent case,D
08 Aug 18,Wed,Moist,In the greatest degree one is damp,D
08 Aug 18,Wed,Lean,Incline to be the opposite of fat,D
09 Aug 18,Thu,Kids,Deceives the children,A
09 Aug 18,Thu,Pianoforte,A profit one made from a key player,A
09 Aug 18,Thu,Neurotic,One who has serious anxiety in arranging a nice tour,A
09 Aug 18,Thu,Gums,Confectionery in which teeth are embedded,A
09 Aug 18,Thu,Stoker,Fireman,A
09 Aug 18,Thu,Duenna,Governess of the French queen returning,A
09 Aug 18,Thu,Levels,Aims the weapon and brings the building to the ground,A
09 Aug 18,Thu,Camera,It's used for shooting without ammunition,A
09 Aug 18,Thu,Stud,Boss to concentrate on the books endlessly,A
09 Aug 18,Thu,Thespian,In the turn a stage performer may be seen,A
09 Aug 18,Thu,Cheerfully,Encourage completely in a light-hearted way,A
09 Aug 18,Thu,Sore,Feeling discomfort in ears or eyes,A
09 Aug 18,Thu,Spar,Box for part of the rigging,D
09 Aug 18,Thu,Rafter,Right in pursuit of stout support,D
09 Aug 18,Thu,Forced,Made to grow up quickly,D
09 Aug 18,Thu,Long-term investment,"The siege of Troy, for instance, producing protracted interest!",D
09 Aug 18,Thu,Mess,The canteen is a shambles,D
09 Aug 18,Thu,Mind-reader,Watch the book-worm - he knows what you're thinking,D
09 Aug 18,Thu,Knee-deep,Want to enter part of the castle flooded to this extent?,D
09 Aug 18,Thu,Set off,Start to go away when the tennis is postponed,D
09 Aug 18,Thu,Creels,Half the crew with the fish baskets,D
09 Aug 18,Thu,Sect,Head of the church in fixed group of worshippers,D
09 Aug 18,Thu,Pays,The French country settles an account,D
10 Aug 18,Fri,Weight-watcher,One with a slim chance of being drawn to scale?,A
10 Aug 18,Fri,Screened,Shielded from electrical interference when projected,A
10 Aug 18,Fri,Oast,Kind of house for drying out,A
10 Aug 18,Fri,Tender,Nurse having a sympathetic approach,A
10 Aug 18,Fri,Allude,Make a reference to everything due to be changed,A
10 Aug 18,Fri,Stocks,Handles capital assets,A
10 Aug 18,Fri,Stress,Tension causing disturbed rest in the ship,A
10 Aug 18,Fri,Slav,European to work for nothing almost,A
10 Aug 18,Fri,Outrages,Grouse at deplorably shocking acts,A
10 Aug 18,Fri,Underestimate,As trustee I amend depressed valuation,A
10 Aug 18,Fri,Tea-chest,Its contents are carried by caddies or put into bags,D
10 Aug 18,Fri,Agreed,Silver part of a clarinet - that's not in dispute,D
10 Aug 18,Fri,Sten,Used in a terrorist engagement?,D
10 Aug 18,Fri,Land mass,Not the main service for the continent!,D
10 Aug 18,Fri,Scroll,Parchment needed for South Carolina register,D
10 Aug 18,Fri,Pens,Enclosures for river birds,D
10 Aug 18,Fri,Restored,Made good set order in a different way,D
10 Aug 18,Fri,Dissents,Sid's upset about being told to go and refuses to agree,D
10 Aug 18,Fri,Cavies,Rodents one found in rocky hollows,D
10 Aug 18,Fri,Realms,Domains revealed by genuine manuscript,D
10 Aug 18,Fri,Long,Extensive record about a certain point,D
10 Aug 18,Fri,Tots,Works out the whole amount for drinks,D
11 Aug 18,Sat,Trollop,A slattern' said the writer,A
11 Aug 18,Sat,Cello,Instrument played in a Purcell oratorio,A
11 Aug 18,Sat,Job,Biblical occupation,A
11 Aug 18,Sat,Carthorse,Vehicle others moved with an animal,A
11 Aug 18,Sat,Expectorant,Anticipating getting gold in or medicine,A
11 Aug 18,Sat,Troublesome,Money hidden in a book can be worrying,A
11 Aug 18,Sat,Versatile,Raves about the slab with many uses,A
11 Aug 18,Sat,Ham,Radio actor?,A
11 Aug 18,Sat,Minor,Boy I'm returning with is under age,A
11 Aug 18,Sat,Details,Particulars of selected personnel,A
11 Aug 18,Sat,Groom,Smarten the bride's partner,D
11 Aug 18,Sat,Sly,Artful Mr. Stallone,D
11 Aug 18,Sat,Toga,Goat spoilt the garment,D
11 Aug 18,Sat,Melodrama,Mothers get older characters involved in the play,D
11 Aug 18,Sat,Closing,Concluding with a century and being defeated,D
11 Aug 18,Sat,States,"Asserts Virginia, for instance, gets silly at first",D
11 Aug 18,Sat,Excursion,Rex and cousin get together and change for the trip,D
11 Aug 18,Sat,Eolith,Hit Leo somehow with a stone...,D
11 Aug 18,Sat,Arsenic,... in scare over poison,D
11 Aug 18,Sat,Sails,Travels south and is unwell,D
11 Aug 18,Sat,Lied,Was untruthful about song,D
11 Aug 18,Sat,Cam,Scotsman returned with projection on wheel,D
13 Aug 18,Mon,Play around,Have an affair at the golf club?,A
13 Aug 18,Mon,Torch,Junction or church found with a flashlight,A
13 Aug 18,Mon,Distaff,Girl takes on employee for women's work,A
13 Aug 18,Mon,Leavened,Time off man takes having got a rise,A
13 Aug 18,Mon,Palm,Plant on hand,A
13 Aug 18,Mon,Maples,Many unusual pleas for trees,A
13 Aug 18,Mon,No-ball,Delivery with which a cricket match cannot start,A
13 Aug 18,Mon,To-do,The fuss also about the departmental head,A
13 Aug 18,Mon,Transept,Patterns used for part of a church,A
13 Aug 18,Mon,Salient,Enlist a revolutionary for striking,A
13 Aug 18,Mon,Table,List of furniture,A
13 Aug 18,Mon,Freeloader,Sponger at liberty before a terrible ordeal,A
13 Aug 18,Mon,Parma,Where dad carries a weapon in Italy,D
13 Aug 18,Mon,Athletes,Sportsmen allowed in staggered heats,D
13 Aug 18,Mon,Addled,Anyhow dad was in the lead and got confused,D
13 Aug 18,Mon,Ouse,Love to employ this runner,D
13 Aug 18,Mon,Niagara,Falls over a grain one finds,D
13 Aug 18,Mon,Stalemates,Draws least teams out,D
13 Aug 18,Mon,Family tree,Relative branches,D
13 Aug 18,Mon,Connoted,Suggested to return and get duped outside,D
13 Aug 18,Mon,Peddler,"Drugs-seller on a bike, say",D
13 Aug 18,Mon,Grotto,Partly treating rot to reveal the cave,D
13 Aug 18,Mon,Ember,Some remember an old flame,D
13 Aug 18,Mon,Mere,Only a lake,D
14 Aug 18,Tue,Regards,Notices compliments,A
14 Aug 18,Tue,Grain,Profit is about right for corn,A
14 Aug 18,Tue,Party,Fun and games in politics?,A
14 Aug 18,Tue,Precise,Exact recipes perhaps,A
14 Aug 18,Tue,Inoffensive,"On the attack, but harmless",A
14 Aug 18,Tue,Desperation,Speed out to take share in recklessness,A
14 Aug 18,Tue,Ireland,Place where there is anger?,A
14 Aug 18,Tue,Style,Nasty leader includes this kind of language,A
14 Aug 18,Tue,Board,Go on ship for meals?,A
14 Aug 18,Tue,Quarter,Billet less than half,A
14 Aug 18,Tue,Relax,Again slack? Take it easy!,D
14 Aug 18,Tue,Carton,Box is quite a weight for vehicle to carry,D
14 Aug 18,Tue,Odd,Nothing to a theologian is strange,D
14 Aug 18,Tue,Brick,As dropped by indiscreet builders?,D
14 Aug 18,Tue,Missive,"Please, teacher, I have a letter",D
14 Aug 18,Tue,Cruelty,Yet curl could cause hard-heartedness,D
14 Aug 18,Tue,Affront,Half deaf when facing insult,D
14 Aug 18,Tue,Gearbox,Equipment to fight with in the car?,D
14 Aug 18,Tue,Paltry,Insignificant effort by friend,D
14 Aug 18,Tue,Outcry,Tumult when the bowler appeals?,D
14 Aug 18,Tue,Alien,Foreigner discovers untruth in article,D
14 Aug 18,Tue,Rum,3 spirit,D
15 Aug 18,Wed,Lift,Free transport arranged by rule of thumb?,A
15 Aug 18,Wed,Barracks,Jeers at soldiers' quarters,A
15 Aug 18,Wed,Fiddler,Dishonest violinist?,A
15 Aug 18,Wed,Stuff,Cram with material,A
15 Aug 18,Wed,French polish,Two languages used in furniture-making,A
15 Aug 18,Wed,Option,Ring to point out choice,A
15 Aug 18,Wed,Osprey,Bird will thus return to hunt for food,A
15 Aug 18,Wed,Questionable,"Doubtful as net oblique, possibly",A
15 Aug 18,Wed,Cadre,Raced to form Communist group,A
15 Aug 18,Wed,Descent,Remove the perfume on the way down?,A
15 Aug 18,Wed,Scrapped,"Put on the rubbish dump, having fought",A
15 Aug 18,Wed,Emir,Ruler having some miraculous power,A
15 Aug 18,Wed,Left foot,Withdrew twelve inches at the beginning of March,D
15 Aug 18,Wed,Fudge,Clumsily make a sweetmeat,D
15 Aug 18,Wed,Abrupt,Sudden rap but different,D
15 Aug 18,Wed,Restlessness,Maybe lessen stress in uneasiness,D
15 Aug 18,Wed,Courser,"Warhorse cures, or is destroyed",D
15 Aug 18,Wed,Soft,Subdued in matters of taste,D
15 Aug 18,Wed,Flock of sheep,Wool-gathering?,D
15 Aug 18,Wed,By letter,Belt and tyre misdirected in the post,D
15 Aug 18,Wed,Thunder,Rumble of trains in the fourth underground station,D
15 Aug 18,Wed,Middle,Half-way point is divine in distance race!,D
15 Aug 18,Wed,Bream,Disturbed amber fish,D
15 Aug 18,Wed,Aces,They are the ones in suits,D
16 Aug 08,Thu,Photo-finish,Snap conclusion,A
16 Aug 08,Thu,Arm,Member close at hand,A
16 Aug 08,Thu,Balaclava,Battle head-dress,A
16 Aug 08,Thu,Breve,A long note written in sombre vein,A
16 Aug 08,Thu,Integer,The whole number for example coming in to bury the body,A
16 Aug 08,Thu,Roosts,Perches of different sorts with a ring inside,A
16 Aug 08,Thu,Resist,Is included among the others to set up some opposition,A
16 Aug 08,Thu,Sherbet,The girl gets Bert fuddled with effervescent drink,A
16 Aug 08,Thu,Plane,It's used for surveying an aircraft schedule,A
16 Aug 08,Thu,Overtones,Public individuals supply implicit subtle meanings,A
16 Aug 08,Thu,Pea,The kind of shooter that will be shelled,A
16 Aug 08,Thu,At one's heels,"See leash not tangled up, following closely behind",A
16 Aug 08,Thu,Hem,Coming from the Mexican border,D
16 Aug 08,Thu,Table,Join the ranks or be overthrown at home,D
16 Aug 08,Thu,Necktie,Noose?,D
16 Aug 08,Thu,Shangri-La,Somehow sharing the French paradise Hilton wrote about,D
16 Aug 08,Thu,Barber's shop,Clip joint,D
16 Aug 08,Thu,Carry the can,"Take the responsibility, as one going to water the flowers will do",D
16 Aug 08,Thu,Elopement,The result of bolting together,D
16 Aug 08,Thu,Tibetan,A Himalayan or Greek character in the money,D
16 Aug 08,Thu,Stones,Pelts of specific weights,D
16 Aug 08,Thu,Paste,It's used for sticking broken tapes,D
16 Aug 08,Thu,Pal,"Drink up, buddy",D
17 Aug 18,Fri,Cripple,Make someone halt?,A
17 Aug 18,Fri,Haring,Rushing to make a telephone call after the start of the hijack,A
